Fecha,Turno,Máquina,Planificado,Fabricado,Defectuosos,TiempoParada_min
2023-03-14,Tarde,Línea-1,120,114,2,17
2023-03-14,Tarde,Línea-2,114,106,1,59
2023-03-14,Tarde,Línea-3,145,141,12,24
2023-03-14,Tarde,Línea-4,93,93,3,59
2023-03-14,Tarde,Línea-5,82,69,0,57
2023-03-14,Noche,Línea-1,97,90,1,27
2023-03-14,Noche,Línea-2,126,116,6,25
2023-03-14,Noche,Línea-3,87,86,3,46
2023-03-14,Noche,Línea-4,137,122,3,34
2023-03-14,Noche,Línea-5,148,145,2,29
2023-03-15,Mañana,Línea-1,126,119,3,46
2023-03-15,Mañana,Línea-2,135,127,5,30
2023-03-15,Mañana,Línea-3,107,98,2,4
2023-03-15,Mañana,Línea-4,145,142,10,26
2023-03-15,Mañana,Línea-5,94,90,8,33
2023-03-15,Tarde,Línea-1,122,111,5,3
2023-03-15,Tarde,Línea-2,107,92,0,5
2023-03-15,Tarde,Línea-3,132,119,6,28
2023-03-15,Tarde,Línea-4,104,96,6,15
2023-03-15,Tarde,Línea-5,125,110,11,51
2023-03-15,Noche,Línea-1,94,83,6,33
2023-03-15,Noche,Línea-2,136,121,7,7
2023-03-15,Noche,Línea-3,80,69,4,10
2023-03-15,Noche,Línea-4,143,130,5,5
2023-03-15,Noche,Línea-5,141,139,9,48
2023-03-16,Mañana,Línea-1,136,130,7,31
2023-03-16,Mañana,Línea-2,99,90,9,54
2023-03-16,Mañana,Línea-3,127,112,1,23
2023-03-16,Mañana,Línea-4,126,118,0,15
2023-03-16,Mañana,Línea-5,122,108,9,9
2023-03-16,Tarde,Línea-1,121,116,4,21
2023-03-16,Tarde,Línea-2,140,127,7,45
2023-03-16,Tarde,Línea-3,90,89,8,28
2023-03-16,Tarde,Línea-4,115,112,8,36
2023-03-16,Tarde,Línea-5,90,88,8,55
2023-03-16,Noche,Línea-1,119,107,6,33
2023-03-16,Noche,Línea-2,145,144,6,2
2023-03-16,Noche,Línea-3,114,104,7,35
2023-03-16,Noche,Línea-4,145,142,1,18
2023-03-16,Noche,Línea-5,119,111,2,8
2023-03-17,Mañana,Línea-1,113,108,5,20
2023-03-17,Mañana,Línea-2,84,84,0,14
2023-03-17,Mañana,Línea-3,106,93,2,19
2023-03-17,Mañana,Línea-4,128,126,0,60
2023-03-17,Mañana,Línea-5,106,97,8,25
2023-03-17,Tarde,Línea-1,148,139,7,40
2023-03-17,Tarde,Línea-2,92,92,1,56
2023-03-17,Tarde,Línea-3,94,92,3,12
2023-03-17,Tarde,Línea-4,134,119,2,21
2023-03-17,Tarde,Línea-5,92,90,6,59
2023-03-17,Noche,Línea-1,140,132,4,54
2023-03-17,Noche,Línea-2,88,74,4,59
2023-03-17,Noche,Línea-3,82,82,6,36
2023-03-17,Noche,Línea-4,145,132,7,6
2023-03-17,Noche,Línea-5,90,78,6,5
2023-03-18,Mañana,Línea-1,146,135,5,54
2023-03-18,Mañana,Línea-2,142,130,13,10
2023-03-18,Mañana,Línea-3,127,115,11,42
2023-03-18,Mañana,Línea-4,90,89,0,29
2023-03-18,Mañana,Línea-5,133,122,1,15
2023-03-18,Tarde,Línea-1,118,114,9,19
2023-03-18,Tarde,Línea-2,96,83,5,5
2023-03-18,Tarde,Línea-3,133,128,5,56
2023-03-18,Tarde,Línea-4,108,103,9,17
2023-03-18,Tarde,Línea-5,137,131,13,12
2023-03-18,Noche,Línea-1,140,138,3,47
2023-03-18,Noche,Línea-2,108,95,6,57
2023-03-18,Noche,Línea-3,112,100,0,35
2023-03-18,Noche,Línea-4,138,125,12,0
2023-03-18,Noche,Línea-5,105,97,1,23
2023-03-19,Mañana,Línea-1,121,113,3,14
2023-03-19,Mañana,Línea-2,105,105,7,1
2023-03-19,Mañana,Línea-3,130,129,3,51
2023-03-19,Mañana,Línea-4,136,122,6,51
2023-03-19,Mañana,Línea-5,111,111,6,39
2023-03-19,Tarde,Línea-1,121,118,2,32
2023-03-19,Tarde,Línea-2,139,124,5,32
2023-03-19,Tarde,Línea-3,88,74,1,27
2023-03-19,Tarde,Línea-4,130,129,9,10
2023-03-19,Tarde,Línea-5,144,138,8,35
2023-03-19,Noche,Línea-1,110,100,5,39
2023-03-19,Noche,Línea-2,111,110,7,26
2023-03-19,Noche,Línea-3,109,100,2,22
2023-03-19,Noche,Línea-4,92,87,4,29
2023-03-19,Noche,Línea-5,144,133,4,47
2023-03-20,Mañana,Línea-1,107,99,9,37
2023-03-20,Mañana,Línea-2,136,133,0,58
2023-03-20,Mañana,Línea-3,145,135,3,54
2023-03-20,Mañana,Línea-4,104,90,0,6
2023-03-20,Mañana,Línea-5,128,123,9,1
2023-03-20,Tarde,Línea-1,110,106,10,16
2023-03-20,Tarde,Línea-2,132,128,9,46
2023-03-20,Tarde,Línea-3,93,90,1,37
2023-03-20,Tarde,Línea-4,115,110,0,54
2023-03-20,Tarde,Línea-5,105,95,6,33
2023-03-20,Noche,Línea-1,85,79,3,1
2023-03-20,Noche,Línea-2,96,89,6,44
2023-03-20,Noche,Línea-3,102,98,6,26
2023-03-20,Noche,Línea-4,110,100,0,11
2023-03-20,Noche,Línea-5,150,138,4,2
2023-03-21,Mañana,Línea-1,113,102,2,55
2023-03-21,Mañana,Línea-2,85,81,0,40
2023-03-21,Mañana,Línea-3,101,88,2,39
2023-03-21,Mañana,Línea-4,147,143,9,41
2023-03-21,Mañana,Línea-5,121,113,6,31
2023-03-21,Tarde,Línea-1,122,116,9,58
2023-03-21,Tarde,Línea-2,81,78,4,39
2023-03-21,Tarde,Línea-3,100,94,7,32
2023-03-21,Tarde,Línea-4,106,91,1,51
2023-03-21,Tarde,Línea-5,97,83,5,39
2023-03-21,Noche,Línea-1,92,80,1,30
2023-03-21,Noche,Línea-2,135,135,5,31
2023-03-21,Noche,Línea-3,113,105,1,3
2023-03-21,Noche,Línea-4,146,139,6,3
2023-03-21,Noche,Línea-5,98,87,6,11
2023-03-22,Mañana,Línea-1,121,111,6,32
2023-03-22,Mañana,Línea-2,119,106,8,46
2023-03-22,Mañana,Línea-3,117,115,6,23
2023-03-22,Mañana,Línea-4,131,131,3,55
2023-03-22,Mañana,Línea-5,103,95,5,24
2023-03-22,Tarde,Línea-1,144,137,5,51
2023-03-22,Tarde,Línea-2,88,75,1,24
2023-03-22,Tarde,Línea-3,87,80,2,4
2023-03-22,Tarde,Línea-4,132,119,3,21
2023-03-22,Tarde,Línea-5,86,79,6,52
2023-03-22,Noche,Línea-1,98,95,8,27
2023-03-22,Noche,Línea-2,139,132,9,58
2023-03-22,Noche,Línea-3,83,80,8,26
2023-03-22,Noche,Línea-4,146,144,9,22
2023-03-22,Noche,Línea-5,134,128,4,32
2023-03-23,Mañana,Línea-1,102,98,8,50
2023-03-23,Mañana,Línea-2,114,104,10,43
2023-03-23,Mañana,Línea-3,130,126,0,46
2023-03-23,Mañana,Línea-4,147,147,14,7
2023-03-23,Mañana,Línea-5,112,104,8,3
2023-03-23,Tarde,Línea-1,101,95,4,33
2023-03-23,Tarde,Línea-2,117,115,10,19
2023-03-23,Tarde,Línea-3,118,109,7,30
2023-03-23,Tarde,Línea-4,135,134,12,20
2023-03-23,Tarde,Línea-5,87,80,3,39
2023-03-23,Noche,Línea-1,110,101,4,12
2023-03-23,Noche,Línea-2,101,94,3,10
2023-03-23,Noche,Línea-3,132,123,12,51
2023-03-23,Noche,Línea-4,147,135,1,48
2023-03-23,Noche,Línea-5,87,86,1,54
2023-03-24,Mañana,Línea-1,101,88,8,60
2023-03-24,Mañana,Línea-2,118,107,4,48
2023-03-24,Mañana,Línea-3,87,75,3,51
2023-03-24,Mañana,Línea-4,83,77,1,1
2023-03-24,Mañana,Línea-5,123,110,1,17
2023-03-24,Tarde,Línea-1,82,82,7,52
2023-03-24,Tarde,Línea-2,126,125,3,19
2023-03-24,Tarde,Línea-3,114,111,7,29
2023-03-24,Tarde,Línea-4,100,87,7,38
2023-03-24,Tarde,Línea-5,150,139,1,10
2023-03-24,Noche,Línea-1,114,103,6,23
2023-03-24,Noche,Línea-2,125,115,1,9
2023-03-24,Noche,Línea-3,128,126,9,50
2023-03-24,Noche,Línea-4,99,93,6,59
2023-03-24,Noche,Línea-5,141,132,3,5
2023-03-25,Mañana,Línea-1,92,91,6,50
2023-03-25,Mañana,Línea-2,105,99,8,29
2023-03-25,Mañana,Línea-3,123,113,7,30
2023-03-25,Mañana,Línea-4,139,139,7,32
2023-03-25,Mañana,Línea-5,105,98,9,17
2023-03-25,Tarde,Línea-1,101,97,3,40
2023-03-25,Tarde,Línea-2,115,112,11,12
2023-03-25,Tarde,Línea-3,121,120,0,29
2023-03-25,Tarde,Línea-4,108,97,3,40
2023-03-25,Tarde,Línea-5,118,114,3,13
2023-03-25,Noche,Línea-1,83,71,2,4
2023-03-25,Noche,Línea-2,149,139,8,32
2023-03-25,Noche,Línea-3,145,140,5,36
2023-03-25,Noche,Línea-4,81,78,3,15
2023-03-25,Noche,Línea-5,107,94,9,46
2023-03-26,Mañana,Línea-1,150,148,7,60
2023-03-26,Mañana,Línea-2,80,77,7,44
2023-03-26,Mañana,Línea-3,106,91,2,33
2023-03-26,Mañana,Línea-4,111,98,9,13
2023-03-26,Mañana,Línea-5,127,112,5,5
2023-03-26,Tarde,Línea-1,148,139,11,13
2023-03-26,Tarde,Línea-2,116,114,11,45
2023-03-26,Tarde,Línea-3,147,144,8,6
2023-03-26,Tarde,Línea-4,134,120,10,51
2023-03-26,Tarde,Línea-5,93,90,7,10
2023-03-26,Noche,Línea-1,95,86,5,49
2023-03-26,Noche,Línea-2,87,87,1,8
2023-03-26,Noche,Línea-3,110,99,9,37
2023-03-26,Noche,Línea-4,120,105,4,25
2023-03-26,Noche,Línea-5,149,146,14,16
2023-03-27,Mañana,Línea-1,100,97,4,35
2023-03-27,Mañana,Línea-2,99,98,0,49
2023-03-27,Mañana,Línea-3,82,82,7,50
2023-03-27,Mañana,Línea-4,129,125,7,37
2023-03-27,Mañana,Línea-5,110,100,8,26
2023-03-27,Tarde,Línea-1,88,82,5,39
2023-03-27,Tarde,Línea-2,82,75,1,13
2023-03-27,Tarde,Línea-3,103,100,9,43
2023-03-27,Tarde,Línea-4,150,136,4,54
2023-03-27,Tarde,Línea-5,99,85,1,3
2023-03-27,Noche,Línea-1,148,141,1,10
2023-03-27,Noche,Línea-2,144,144,14,11
2023-03-27,Noche,Línea-3,91,88,2,12
2023-03-27,Noche,Línea-4,92,82,7,10
2023-03-27,Noche,Línea-5,105,91,4,19
2023-03-28,Mañana,Línea-1,99,98,9,22
2023-03-28,Mañana,Línea-2,82,75,6,8
2023-03-28,Mañana,Línea-3,127,118,8,8
2023-03-28,Mañana,Línea-4,131,129,1,10
2023-03-28,Mañana,Línea-5,81,69,1,1
2023-03-28,Tarde,Línea-1,140,138,8,56
2023-03-28,Tarde,Línea-2,90,89,2,27
2023-03-28,Tarde,Línea-3,118,114,9,10
2023-03-28,Tarde,Línea-4,105,104,3,41
2023-03-28,Tarde,Línea-5,121,113,11,46
2023-03-28,Noche,Línea-1,95,84,1,5
2023-03-28,Noche,Línea-2,110,96,3,20
2023-03-28,Noche,Línea-3,102,101,7,0
2023-03-28,Noche,Línea-4,108,98,4,52
2023-03-28,Noche,Línea-5,126,124,3,52
2023-03-29,Mañana,Línea-1,130,122,5,25
2023-03-29,Mañana,Línea-2,141,132,0,8
2023-03-29,Mañana,Línea-3,86,85,0,37
2023-03-29,Mañana,Línea-4,81,67,2,55
2023-03-29,Mañana,Línea-5,125,124,7,27
2023-03-29,Tarde,Línea-1,92,84,2,51
2023-03-29,Tarde,Línea-2,150,143,1,24
2023-03-29,Tarde,Línea-3,123,109,7,7
2023-03-29,Tarde,Línea-4,81,66,0,43
2023-03-29,Tarde,Línea-5,132,120,5,4
2023-03-29,Noche,Línea-1,137,137,11,51
2023-03-29,Noche,Línea-2,118,114,8,29
2023-03-29,Noche,Línea-3,80,79,5,7
2023-03-29,Noche,Línea-4,107,107,3,47
2023-03-29,Noche,Línea-5,107,104,7,28
2023-03-30,Mañana,Línea-1,102,99,2,33
2023-03-30,Mañana,Línea-2,147,146,5,25
2023-03-30,Mañana,Línea-3,134,132,8,48
2023-03-30,Mañana,Línea-4,129,121,9,18
2023-03-30,Mañana,Línea-5,145,133,1,41
2023-03-30,Tarde,Línea-1,136,133,5,47
2023-03-30,Tarde,Línea-2,97,83,3,42
2023-03-30,Tarde,Línea-3,135,124,8,5
2023-03-30,Tarde,Línea-4,146,135,12,50
2023-03-30,Tarde,Línea-5,144,133,3,14
2023-03-30,Noche,Línea-1,142,137,13,36
2023-03-30,Noche,Línea-2,138,123,6,37
2023-03-30,Noche,Línea-3,81,70,2,9
2023-03-30,Noche,Línea-4,96,87,1,54
2023-03-30,Noche,Línea-5,117,109,0,57
2023-03-31,Mañana,Línea-1,87,73,5,23
2023-03-31,Mañana,Línea-2,84,80,0,26
2023-03-31,Mañana,Línea-3,136,123,5,3
2023-03-31,Mañana,Línea-4,90,88,3,46
2023-03-31,Mañana,Línea-5,137,134,1,29
2023-03-31,Tarde,Línea-1,81,78,0,48
2023-03-31,Tarde,Línea-2,120,114,0,2
2023-03-31,Tarde,Línea-3,111,106,7,32
2023-03-31,Tarde,Línea-4,107,97,7,9
2023-03-31,Tarde,Línea-5,97,93,7,4
2023-03-31,Noche,Línea-1,146,143,10,50
2023-03-31,Noche,Línea-2,81,66,1,44
2023-03-31,Noche,Línea-3,121,107,3,54
2023-03-31,Noche,Línea-4,147,135,8,51
2023-03-31,Noche,Línea-5,91,81,3,21
